  año		   x		  y		  z		 vx		 vy		  vz		r 

 0.000000 	 -3.748779 	 7.566273 	 3.286476 	 -1.963023 	 -0.815915 	 -0.252527 	 9.061057 

 0.999918 	 -3.754154 	 7.564039 	 3.285784 	 -1.962477 	 -0.817014 	 -0.253005 	 9.061167 

 1.999835 	 -3.759527 	 7.561802 	 3.285092 	 -1.961931 	 -0.818112 	 -0.253482 	 9.061276 

 2.999753 	 -3.764899 	 7.559562 	 3.284398 	 -1.961384 	 -0.819211 	 -0.253959 	 9.061386 

 3.999670 	 -3.770269 	 7.557319 	 3.283702 	 -1.960836 	 -0.820309 	 -0.254436 	 9.061496 

 4.999588 	 -3.775638 	 7.555073 	 3.283006 	 -1.960288 	 -0.821406 	 -0.254913 	 9.061606 

 5.999505 	 -3.781005 	 7.552824 	 3.282308 	 -1.959739 	 -0.822503 	 -0.255390 	 9.061716 

 6.999423 	 -3.786371 	 7.550572 	 3.281609 	 -1.959189 	 -0.823600 	 -0.255866 	 9.061826 

 7.999340 	 -3.791735 	 7.548317 	 3.280908 	 -1.958638 	 -0.824696 	 -0.256343 	 9.061937 

 8.999258 	 -3.797098 	 7.546059 	 3.280206 	 -1.958086 	 -0.825793 	 -0.256819 	 9.062048 

 9.999175 	 -3.802459 	 7.543798 	 3.279503 	 -1.957534 	 -0.826888 	 -0.257296 	 9.062159 

 10.999092 	 -3.807819 	 7.541534 	 3.278798 	 -1.956981 	 -0.827984 	 -0.257772 	 9.062270 

 11.999009 	 -3.813177 	 7.539267 	 3.278093 	 -1.956427 	 -0.829078 	 -0.258248 	 9.062382 

 12.998927 	 -3.818534 	 7.536997 	 3.277386 	 -1.955873 	 -0.830173 	 -0.258724 	 9.062493 

 13.998844 	 -3.823889 	 7.534724 	 3.276677 	 -1.955317 	 -0.831267 	 -0.259200 	 9.062605 

 14.998761 	 -3.829243 	 7.532448 	 3.275967 	 -1.954761 	 -0.832361 	 -0.259676 	 9.062717 

 15.998678 	 -3.834595 	 7.530169 	 3.275257 	 -1.954205 	 -0.833455 	 -0.260151 	 9.062829 

 16.998595 	 -3.839946 	 7.527887 	 3.274544 	 -1.953647 	 -0.834548 	 -0.260627 	 9.062941 

 17.998513 	 -3.845295 	 7.525602 	 3.273831 	 -1.953089 	 -0.835640 	 -0.261102 	 9.063054 

 18.998430 	 -3.850642 	 7.523314 	 3.273116 	 -1.952530 	 -0.836733 	 -0.261577 	 9.063166 

 19.998347 	 -3.855988 	 7.521023 	 3.272400 	 -1.951970 	 -0.837825 	 -0.262052 	 9.063279 

 20.998264 	 -3.861333 	 7.518729 	 3.271682 	 -1.951409 	 -0.838916 	 -0.262527 	 9.063392 

 21.998182 	 -3.866676 	 7.516432 	 3.270963 	 -1.950848 	 -0.840008 	 -0.263002 	 9.063506 

 22.998099 	 -3.872017 	 7.514132 	 3.270243 	 -1.950286 	 -0.841098 	 -0.263477 	 9.063619 

 23.998016 	 -3.877357 	 7.511829 	 3.269522 	 -1.949723 	 -0.842189 	 -0.263952 	 9.063733 

 24.997933 	 -3.882695 	 7.509523 	 3.268799 	 -1.949159 	 -0.843279 	 -0.264426 	 9.063846 

 25.997850 	 -3.888032 	 7.507214 	 3.268075 	 -1.948595 	 -0.844369 	 -0.264901 	 9.063960 

 26.997768 	 -3.893367 	 7.504902 	 3.267350 	 -1.948030 	 -0.845458 	 -0.265375 	 9.064074 

 27.997685 	 -3.898701 	 7.502588 	 3.266623 	 -1.947464 	 -0.846547 	 -0.265849 	 9.064189 

 28.997602 	 -3.904033 	 7.500270 	 3.265895 	 -1.946897 	 -0.847636 	 -0.266323 	 9.064303 

 29.997519 	 -3.909364 	 7.497949 	 3.265166 	 -1.946330 	 -0.848724 	 -0.266797 	 9.064418 

 30.997437 	 -3.914693 	 7.495625 	 3.264436 	 -1.945762 	 -0.849812 	 -0.267271 	 9.064533 

 31.997354 	 -3.920020 	 7.493298 	 3.263704 	 -1.945193 	 -0.850899 	 -0.267744 	 9.064648 

 32.997271 	 -3.925346 	 7.490969 	 3.262971 	 -1.944623 	 -0.851986 	 -0.268218 	 9.064763 

